@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Continued_state_of_affairs Commerce_pay Cardinal_numbers Buildings Commerce_pay Locative_relation',Other
'Rite Usefulness Assistance Activity_ongoing Observable_body_parts Using Relative_time Calendric_unit Perception_active Cardinal_numbers Capability Commerce_buy Buildings Intentionally_act Assistance Awareness Intentionally_act Objective_influence Duration_attribute Dimension Time_vector Getting Buildings',Other
'Temporal_collocation Causation Experiencer_focus Assistance State_continue Occupy_rank Sole_instance Cardinal_numbers Supply Perception_active Quantity Cardinal_numbers Information Existence Measure_duration Change_event_time Statement Age Quantity People_along_political_spectrum Locative_relation Quantity Grasp Temporal_collocation Using Familiarity Text',Other
'Motion Getting Vehicle Becoming Experiencer_obj Placing Mental_property Cardinal_numbers Locale Position_on_a_scale Capability Statement Perception_experience Statement',Other
'Degree Correctness Desirability Experiencer_focus',Other
'Sufficiency Quantity People Submitting_documents Commerce_scenario Ordinal_numbers Locale',Other
'Degree Assistance Judgment_direct_address Coming_to_believe Ranked_expectation Usefulness Judgment_direct_address People',Other
'Moving_in_place Frequency Distinctiveness Information Needing Correctness Judgment Frequency Calendric_unit',Other
'Becoming_aware Project Color Emotion_directed Color Protecting Theft Capability Perception_active Text Expensiveness Desirability Locale_by_use Education_teaching Strictness',Other
'Using Temporal_collocation Undergo_change Relational_quantity Appearance Motion Cardinal_numbers Intentionally_act Process Quantity Suitability Locale Locative_relation Temporal_collocation Relative_time Increment Ingest_substance Locative_relation Text Temporal_collocation Using Intentionally_act Working_on Becoming',Other
'Required_event Using Have_as_requirement Sounds System Memory Contacting Speak_on_topic Temporal_collocation Sounds Sign Arriving Contacting Speak_on_topic Memory Sounds Containers Amassing Sounds Sign Arriving People Statement Desiring Becoming Means',Other
'Quantity Quantity Temporal_collocation Possession Position_on_a_scale Cardinal_numbers Possession Age Assistance Roadways Compliance Direction Contingency Cause_change Difficulty Evaluative_comparison Quantity Compatibility Expensiveness Cardinal_numbers Getting Sole_instance Cardinal_numbers Calendric_unit Assistance Opinion Age Desirability Locating Compliance',Other
'Capability Perception_active Activity_ready_state Buildings Cardinal_numbers Accuracy Cardinal_numbers Locale Statement Cardinal_numbers Duration_attribute Measure_duration Opinion Cardinal_numbers Correctness Possibilities Concessive Bringing Expensiveness Statement Coming_to_believe Cardinal_numbers Relative_time Verification Arriving Cardinal_numbers',Other
'Relational_quantity Type People Cause_to_continue Roadways Relational_quantity Intentionally_act Kinship Ingestion Evidence Timespan Desirability Posture Judgment_direct_address Capability Cause_to_continue Roadways Quantity Quantity Measure_duration Text Correctness Cogitation Quantity Capability Giving Quantity Cardinal_numbers Importance Quantity Required_event Sole_instance Cardinal_numbers Usefulness',Other
'Evidence Cardinal_numbers Quantity Undergo_change Telling Objective_influence Cardinal_numbers Predicament Experiencer_focus',Other
'Age Coming_up_with Appearance Desirability Leadership Usefulness',Other
'Cause_to_make_progress Cardinal_numbers Locale Using',Other
'Locative_relation Locale_by_use Education_teaching Attempt Building Expensiveness Desirability Degree Businesses Assistance Coming_up_with',Other
'Experiencer_focus Expensiveness Cardinal_numbers Scrutiny Using Intentionally_act Stimulus_focus Grant_permission Source_of_getting Individual_history Judgment_direct_address',Other
'Desirability Stimulus_focus Source_of_getting Speed Frequency Assistance Gizmo Intentionally_act Adjusting Relational_quantity',Other
'Becoming_aware Evidence Locale Similarity Actually_occurring_entity Cardinal_numbers Self_motion Cause_change People Feeling Expertise',Other
'Quantity Usefulness Using Calendric_unit Temporal_collocation Desirability',Other
'Required_event Age Manufacturing Experiencer_focus Similarity Capability History Contingency Judgment_direct_address',Other
'Temporal_collocation Arriving Using Experiencer_focus Measure_mass Expensiveness Usefulness Source_of_getting Temporal_collocation Relative_time Appearance Relational_quantity Deciding Quantity Measure_duration Getting Offering Evidence Measure_linear_extent Likelihood Grant_permission Using Difficulty Using Grasp Possession Increment Using Temporal_collocation Statement Building_subparts Coming_up_with Undergo_change Relational_quantity Information Appearance Intentionally_act Expertise',Other
'Desiring Desiring Using Attempt Cause_harm Bringing Network Type Manufacturing Feeling Taking_time Existence Have_as_requirement Becoming_aware',Other
'Statement Statement Usefulness Type Stimulus_focus Undergo_change',Other
'Intentionally_affect Attributed_information Attempt Getting Ranked_expectation Information Capability Secrecy_status Text Statement Possession Existence Cardinal_numbers Contacting Speak_on_topic Frequency Attempt Contacting Possession Quantity Rite Quantity Contacting Resolve_problem Predicament Temporal_collocation Emotion_directed Possession Ranked_expectation Information Capability Desirability Identicality Theft',Other
'Experiencer_focus Supply Expensiveness Frequency Quantity Difficulty Using Required_event Frequency Cardinal_numbers',Other
'Becoming Statement Statement Sending Measure_linear_extent Text Ordinal_numbers Timespan People Intentionally_act Needing Contacting Personal_relationship Kinship Stimulus_focus Assistance',Other
'Relational_quantity Getting Reading Using Desiring Complaining',Other
'Grasp Reason Contacting Motion Cardinal_numbers Amassing Judgment_communication Cardinal_numbers Cardinal_numbers Calendric_unit Scrutiny Offenses Ingestion Offenses Leadership',Other
'Existence Frequency Desiring Reading Statement Ingest_substance Locative_relation Part_whole Reason Required_event Frequency Cause_to_start Temporal_collocation Sounds Discussion Containers',Other
'Likelihood Desirability Concessive Stimulus_focus Frequency Evidence Accoutrements Telling Sending Temporal_collocation Motion Perception_active Telling Evidence Locative_relation Telling Locale_by_use Motion Sounds Taking_sides Ingestion Desirability Stimulus_focus Accoutrements Identicality Quantity Telling Event Getting Locating Cause_change Telling Locative_relation Stimulus_focus Operate_vehicle Mental_property Quantity Relational_quantity Intentionally_act Telling Locale_by_use',Other
'Location_of_light Have_as_requirement Aggregate Scrutiny Possibilities Reason Intentionally_act Experiencer_focus Relational_quantity',Other
'Businesses Prohibiting Possession Correctness Opinion Grant_permission Intentionally_act Businesses Color Being_employed Quantity Direction Agree_or_refuse_to_act Have_as_requirement Direction Experiencer_focus Temporal_collocation Prohibiting Quantity Origin Contacting People_by_religion Quantity Experiencer_obj',Other
'Using Offenses Leadership Measure_duration Cardinal_numbers Measure_duration Cardinal_numbers Cardinal_numbers',Other
'Experiencer_focus Attempt Amassing Motion Motion Bringing Becoming Capability Getting Taking_sides',Other
'Offenses Continued_state_of_affairs Using Network Type Desirability Relative_time Calendric_unit Getting Correctness',Other
'Motion Age Waiting Perception_experience Quantity Familiarity Undergo_change',Other
'Becoming Intentionally_act Operating_a_system Businesses Cogitation',Other
'Temporal_collocation Awareness Duplication Make_cognitive_connection Activity_ongoing Attempt_suasion Desiring Intentionally_act Aiming Sending',Other
'People_along_political_spectrum Using Quantity',Other
'Feeling Appearance',Other
'Arriving Cardinal_numbers Perception_active Direction Process_start Performers_and_roles Relative_time Cardinal_numbers Reason Grasp Reason Giving Personal_relationship Measure_duration Social_connection Locative_relation Obviousness Desiring Perception_active Relational_quantity Amassing Cardinal_numbers Desiring Perception_active Stimulus_focus Using Perception_active',Other
'Temporal_collocation Possession Locale_by_use Reason Have_associated Contacting Calendric_unit',Other
'Capability Sending Desiring Manufacturing Quantity Aggregate Desiring Duration_attribute Grant_permission',Other
'Undergo_change Bringing Locale Locative_relation Capability Statement Communicate_categorization Render_nonfunctional Locative_relation',Other
'Offenses Removing Speed Completeness Leadership Sole_instance Giving Cardinal_numbers Measure_duration Performers_and_roles Purpose Replacing Offenses Reading Removing Offenses',Other
'Means Increment Correctness Intentionally_act Capacity Means Desirability',Other
'Using Leadership Using Degree Subjective_influence Self_motion Increment Ingestion Expertise Cardinal_numbers Observable_body_parts Locative_relation',Other
'Desirability Activity_ongoing Candidness Observable_body_parts',Other
'Experiencer_focus Dimension Wearing Degree Subjective_influence Desirability Personal_relationship Giving Giving',Other
'Experiencer_focus Cause_to_continue Intentionally_act Part_whole Appearance Being_employed',Other
'Experiencer_focus Getting Telling Roadways',Other
'Age Stimulus_focus Cause_to_continue Roadways Ingestion Calendric_unit Intentionally_act Purpose People_along_political_spectrum Cardinal_numbers Desirability Gizmo Possession',Other
'Experiencer_focus Capability Inspecting Cause_to_make_progress Range Assistance Arriving Purpose',Other
'Experiencer_focus Familiarity Subjective_influence Increment Being_active',Other
'Commerce_buy Intentionally_act Calendric_unit Temporal_collocation Social_event Getting Capability Temporal_collocation Relative_time Evidence Amassing Cardinal_numbers Capability Temporal_collocation Attempt Statement Intentionally_act Temporal_subregion Arriving Calendric_unit Commerce_buy Increment Using',Other
'Difficulty Using Scrutiny Locale Cardinal_numbers Adorning Excreting Evaluative_comparison',Other
'Possession Degree Desirability Cause_to_continue Roadways Medical_conditions Purpose Difficulty Roadways Food Amassing Change_position_on_a_scale Practice Desirability Speed',Other
'Experiencer_focus Desiring Quantity Choosing Cardinal_numbers',Other
'Experiencer_focus Feeling Relational_quantity Increment Subjective_influence Intentionally_act Calendric_unit',Other
'Usefulness Gizmo Needing Relational_quantity Reason Experiencer_focus Quantity Rank',Other
